timestamp,DM1_VIB,SH2_VIB,OV5_VIB,CT2_VIB,PK3_VIB
2026-05-10 16:00,0.77,1.11,0.94,0.98,1.37
2026-05-10 17:00,0.89,1.12,0.95,0.94,1.16
2026-05-10 18:00,0.92,1.14,1.01,0.98,1.26
2026-05-10 19:00,0.89,1.12,0.98,0.89,1.28
2026-05-10 20:00,0.81,1.12,1.0,0.94,1.23
2026-05-10 21:00,0.79,1.08,1.0,0.79,1.28
2026-05-10 22:00,0.78,1.1,1.01,0.81,1.19
2026-05-10 23:00,0.77,1.09,1.03,0.91,1.25
2026-05-11 00:00,0.84,1.15,1.02,0.92,1.26
2026-05-11 01:00,0.93,1.16,1.0,0.93,1.24
2026-05-11 02:00,0.93,1.17,0.96,0.89,1.21
2026-05-11 03:00,0.84,1.19,1.0,0.88,1.13
2026-05-11 04:00,0.93,1.21,1.08,0.89,1.13
2026-05-11 05:00,1.01,1.24,0.98,0.85,1.19
2026-05-11 06:00,0.97,1.22,0.98,0.91,1.17
2026-05-11 07:00,0.92,1.15,0.94,0.85,1.16
2026-05-11 08:00,0.85,1.2,0.99,0.93,1.18
2026-05-11 09:00,0.88,1.19,1.11,0.91,1.19
2026-05-11 10:00,0.83,1.17,1.09,0.9,1.25
2026-05-11 11:00,0.79,1.15,1.08,0.87,1.25
2026-05-11 12:00,0.93,1.16,1.11,1.08,1.19
2026-05-11 13:00,0.84,1.13,1.03,1.11,1.1
2026-05-11 14:00,0.77,1.01,1.05,1.04,1.16
2026-05-11 15:00,0.8,1.1,0.95,0.99,1.14
2026-05-11 16:00,0.89,1.15,0.84,0.9,1.16
2026-05-11 17:00,0.93,1.09,0.9,0.9,1.16
2026-05-11 18:00,0.97,1.09,0.94,0.91,1.31
2026-05-11 19:00,0.9,1.1,0.98,0.78,1.23
2026-05-11 20:00,0.92,1.08,0.85,0.88,1.23
2026-05-11 21:00,0.85,1.15,0.91,0.88,1.17
2026-05-11 22:00,0.78,1.21,0.82,1.0,1.08
2026-05-11 23:00,0.87,1.25,0.78,0.99,1.07
2026-05-12 00:00,0.96,1.25,0.89,0.97,1.08
2026-05-12 01:00,1.07,1.31,0.82,0.9,1.08
2026-05-12 02:00,0.98,1.26,0.87,0.97,1.06
2026-05-12 03:00,0.99,1.39,0.94,0.98,1.07
2026-05-12 04:00,0.9,1.25,1.04,1.02,1.12
2026-05-12 05:00,0.93,1.22,1.0,0.89,1.1
2026-05-12 06:00,0.88,1.21,1.1,0.89,1.21
2026-05-12 07:00,0.94,1.14,1.14,0.88,1.21
2026-05-12 08:00,0.97,1.19,1.02,0.98,1.31
2026-05-12 09:00,0.98,1.16,1.01,0.9,1.19
2026-05-12 10:00,0.98,1.2,1.0,0.96,1.2
2026-05-12 11:00,0.96,1.23,1.11,0.9,1.11
2026-05-12 12:00,1.05,1.25,1.13,0.8,1.19
2026-05-12 13:00,1.02,1.34,1.12,0.88,1.13
2026-05-12 14:00,1.04,1.29,1.14,0.92,1.24
2026-05-12 15:00,0.95,1.39,1.14,0.9,1.24
2026-05-12 16:00,1.05,1.26,1.09,0.94,1.23
2026-05-12 17:00,1.09,1.17,1.07,0.99,1.14
2026-05-12 18:00,1.1,1.13,1.14,0.93,1.04
2026-05-12 19:00,1.05,1.24,1.06,0.91,1.05
2026-05-12 20:00,1.05,1.19,1.02,0.95,1.09
2026-05-12 21:00,0.84,1.19,1.02,0.92,1.14
2026-05-12 22:00,0.85,1.22,1.08,0.9,1.12
2026-05-12 23:00,0.91,1.18,1.13,0.85,1.05
2026-05-13 00:00,0.85,1.16,1.04,0.84,1.21
2026-05-13 01:00,0.86,1.2,0.93,0.87,1.24
2026-05-13 02:00,0.93,1.22,0.94,0.89,1.17
2026-05-13 03:00,0.89,1.21,1.02,0.97,1.08
2026-05-13 04:00,0.96,1.21,1.14,0.87,1.17
2026-05-13 05:00,0.92,1.21,1.16,0.95,1.15
2026-05-13 06:00,0.96,1.17,1.06,1.03,1.16
2026-05-13 07:00,1.0,1.18,0.87,0.98,1.25
2026-05-13 08:00,1.07,1.11,0.87,0.99,1.19
2026-05-13 09:00,0.93,1.03,0.99,1.06,1.26
2026-05-13 10:00,0.81,1.01,0.93,1.04,1.26
2026-05-13 11:00,0.78,0.96,1.0,1.14,1.31
2026-05-13 12:00,0.84,1.03,0.99,1.04,1.18
2026-05-13 13:00,0.79,1.05,1.06,1.18,1.12
2026-05-13 14:00,0.77,1.01,1.1,1.14,1.12
2026-05-13 15:00,0.93,1.13,1.07,1.17,1.08
2026-05-13 16:00,0.84,1.15,0.99,1.11,1.11
2026-05-13 17:00,0.97,1.36,0.86,1.12,1.17
2026-05-13 18:00,0.87,1.33,0.83,1.19,1.17
2026-05-13 19:00,0.86,1.26,0.91,1.04,1.19
2026-05-13 20:00,0.97,1.16,1.0,0.93,1.14
2026-05-13 21:00,0.96,1.16,1.09,0.96,1.18
2026-05-13 22:00,1.0,1.3,1.1,1.08,1.24
2026-05-13 23:00,1.02,1.13,1.01,0.96,1.2
2026-05-14 00:00,1.1,1.17,0.93,0.88,1.18
2026-05-14 01:00,1.06,1.27,1.03,0.94,1.23
2026-05-14 02:00,1.09,1.14,0.93,0.95,1.2
2026-05-14 03:00,1.07,1.02,0.97,0.98,1.2
2026-05-14 04:00,1.14,1.06,1.01,1.04,1.12
2026-05-14 05:00,1.11,1.07,1.0,1.07,1.13
2026-05-14 06:00,1.03,1.1,1.08,0.99,1.08
2026-05-14 07:00,0.94,1.0,1.09,0.96,1.12
2026-05-14 08:00,1.03,1.07,1.19,0.9,1.13
2026-05-14 09:00,1.03,1.08,1.1,0.83,1.16
2026-05-14 10:00,0.91,1.1,1.02,0.78,1.11
2026-05-14 11:00,0.95,1.08,0.94,0.81,1.11
2026-05-14 12:00,1.05,1.19,1.01,0.92,1.21
2026-05-14 13:00,1.05,1.17,1.04,0.93,1.23
2026-05-14 14:00,1.06,1.14,1.03,0.84,1.25
2026-05-14 15:00,1.16,1.14,1.02,0.96,1.18
2026-05-14 16:00,1.13,1.13,1.13,1.01,1.26
2026-05-14 17:00,1.18,1.15,0.95,0.95,1.19
2026-05-14 18:00,1.1,1.11,0.96,0.91,1.23
2026-05-14 19:00,1.02,1.14,0.97,0.96,1.33
2026-05-14 20:00,0.94,1.17,1.01,0.94,1.23
2026-05-14 21:00,1.03,1.21,1.07,0.85,1.25
2026-05-14 22:00,0.98,1.13,1.12,0.83,1.22
2026-05-14 23:00,0.93,1.13,1.0,0.89,1.22
2026-05-15 00:00,1.06,1.23,0.99,0.98,1.25
2026-05-15 01:00,1.05,1.2,0.94,1.01,1.07
2026-05-15 02:00,0.99,1.21,0.99,1.0,1.08
2026-05-15 03:00,1.06,1.21,1.06,1.0,0.95
2026-05-15 04:00,1.06,1.2,1.13,0.93,1.02
2026-05-15 05:00,1.05,1.17,0.96,0.9,0.97
2026-05-15 06:00,1.05,1.22,1.14,0.87,0.96
2026-05-15 07:00,1.02,1.06,1.1,0.88,1.12
2026-05-15 08:00,0.96,1.16,1.09,0.83,1.11
2026-05-15 09:00,0.92,1.27,1.14,0.78,1.15
2026-05-15 10:00,1.04,1.31,0.99,0.84,1.18
2026-05-15 11:00,1.05,1.22,0.99,0.86,1.09
2026-05-15 12:00,1.05,1.37,0.89,0.85,1.1
2026-05-15 13:00,1.06,1.16,0.98,0.9,1.1
2026-05-15 14:00,1.02,1.1,0.95,0.73,1.23
2026-05-15 15:00,0.91,0.99,1.1,0.76,1.17
2026-05-15 16:00,0.97,1.04,1.02,0.81,1.16
2026-05-15 17:00,0.93,1.04,1.09,0.87,1.13
2026-05-15 18:00,1.02,1.14,1.06,0.81,1.23
2026-05-15 19:00,1.01,1.05,1.01,0.82,1.36
2026-05-15 20:00,0.96,0.95,1.01,0.81,1.18
2026-05-15 21:00,1.0,1.05,0.93,0.87,1.16
2026-05-15 22:00,1.03,1.09,0.85,0.85,1.0
2026-05-15 23:00,0.94,1.17,0.86,0.83,0.96
2026-05-16 00:00,0.96,1.13,0.95,0.78,0.91
2026-05-16 01:00,0.87,1.23,0.89,0.8,0.92
2026-05-16 02:00,0.94,1.28,0.82,0.78,1.03
2026-05-16 03:00,0.92,1.19,0.87,0.82,0.98
2026-05-16 04:00,0.89,1.16,0.87,0.95,0.93
2026-05-16 05:00,0.96,1.1,0.88,0.9,0.95
2026-05-16 06:00,0.91,1.18,0.94,0.82,0.95
2026-05-16 07:00,1.01,1.13,0.99,0.8,1.04
2026-05-16 08:00,0.92,1.17,0.96,0.98,1.06
2026-05-16 09:00,0.89,1.22,0.95,1.04,1.07
2026-05-16 10:00,0.78,1.13,0.82,1.03,1.18
2026-05-16 11:00,0.76,1.09,0.83,1.0,1.18
2026-05-16 12:00,0.81,1.07,0.86,0.85,1.11
2026-05-16 13:00,0.88,1.13,0.9,0.84,1.21
2026-05-16 14:00,0.99,1.18,0.9,1.02,1.21
2026-05-16 15:00,1.06,1.17,0.86,0.99,1.16
2026-05-16 16:00,1.15,1.12,0.77,1.0,1.06
2026-05-16 17:00,1.2,1.13,0.98,1.04,1.22
2026-05-16 18:00,1.09,1.12,1.0,0.94,1.19
2026-05-16 19:00,1.19,1.12,0.92,0.9,1.15
2026-05-16 20:00,1.16,1.21,0.96,0.97,1.17
2026-05-16 21:00,1.19,1.23,0.92,0.97,1.2
2026-05-16 22:00,1.14,1.17,0.84,0.84,1.21
2026-05-16 23:00,1.11,1.13,0.9,0.83,1.18
2026-05-17 00:00,1.19,1.16,0.88,0.82,1.16
2026-05-17 01:00,1.25,1.16,0.96,0.79,1.31
2026-05-17 02:00,1.13,1.1,1.0,0.81,1.36
2026-05-17 03:00,1.11,1.04,1.0,0.79,1.36
2026-05-17 04:00,1.13,1.03,1.0,0.97,1.33
2026-05-17 05:00,1.01,1.03,0.93,0.87,1.25
2026-05-17 06:00,1.12,0.99,0.99,0.84,1.15
2026-05-17 07:00,1.07,1.05,1.13,0.95,1.17
2026-05-17 08:00,1.0,1.05,1.12,0.87,1.23
2026-05-17 09:00,1.03,1.11,1.1,0.78,1.32
2026-05-17 10:00,1.12,1.08,1.15,0.65,1.23
2026-05-17 11:00,1.1,1.18,1.27,0.76,1.06
2026-05-17 12:00,1.07,1.07,1.15,0.78,1.26
2026-05-17 13:00,1.04,0.98,1.14,0.84,1.27
2026-05-17 14:00,1.06,1.04,1.14,0.9,1.3
2026-05-17 15:00,1.12,1.06,1.15,0.92,1.19
2026-05-17 16:00,1.06,1.13,1.09,0.93,1.14
2026-05-17 17:00,1.01,1.08,1.11,0.86,1.17
2026-05-17 18:00,1.05,1.13,1.1,0.81,1.07
2026-05-17 19:00,1.0,1.28,0.97,0.83,1.01
2026-05-17 20:00,0.92,1.27,1.03,0.84,1.2
2026-05-17 21:00,0.98,1.29,1.02,0.89,1.18
2026-05-17 22:00,0.97,1.37,1.07,0.9,0.97
2026-05-17 23:00,0.95,1.3,1.01,0.94,0.93
2026-05-18 00:00,1.0,1.31,1.0,0.92,0.93
2026-05-18 01:00,1.05,1.24,0.91,0.94,0.95
2026-05-18 02:00,1.03,1.16,0.94,1.0,1.0
2026-05-18 03:00,0.98,1.04,1.01,0.89,0.96
2026-05-18 04:00,0.97,1.05,0.92,0.96,1.14
2026-05-18 05:00,0.98,1.0,0.9,1.01,1.21
2026-05-18 06:00,1.02,0.98,0.89,0.93,1.1
2026-05-18 07:00,1.1,1.09,0.94,0.87,1.1
2026-05-18 08:00,1.09,1.1,0.98,0.98,1.22
2026-05-18 09:00,1.14,1.07,0.94,0.99,1.15
2026-05-18 10:00,1.04,1.02,0.95,0.96,1.2
2026-05-18 11:00,1.01,1.03,0.97,0.85,1.19
2026-05-18 12:00,0.97,1.05,1.01,0.77,1.16
2026-05-18 13:00,1.03,0.98,1.0,0.86,1.28
2026-05-18 14:00,1.15,1.04,0.97,0.92,1.21
2026-05-18 15:00,1.07,1.07,0.91,0.89,1.29
2026-05-18 16:00,1.06,1.26,0.91,0.96,1.15
2026-05-18 17:00,0.99,1.14,0.94,0.85,1.13
2026-05-18 18:00,1.05,1.1,1.0,0.87,1.09
2026-05-18 19:00,1.06,0.99,1.02,0.85,1.21
2026-05-18 20:00,1.04,1.12,0.89,0.98,1.15
2026-05-18 21:00,1.13,1.09,0.9,0.97,1.14
2026-05-18 22:00,1.15,1.09,0.82,0.92,1.22
2026-05-18 23:00,1.1,1.06,0.85,0.96,1.19
2026-05-19 00:00,1.05,1.04,0.88,0.93,1.18
2026-05-19 01:00,1.02,1.19,1.01,0.93,1.05
2026-05-19 02:00,1.05,1.15,0.98,1.05,0.96
2026-05-19 03:00,1.04,1.15,0.94,1.0,1.04
2026-05-19 04:00,1.11,1.13,0.91,0.92,1.07
2026-05-19 05:00,1.11,1.15,0.9,1.01,0.96
2026-05-19 06:00,1.09,1.23,0.88,1.01,1.1
2026-05-19 07:00,0.96,1.27,0.92,1.04,1.16
2026-05-19 08:00,1.0,1.19,1.02,1.03,1.08
2026-05-19 09:00,1.08,1.06,0.93,1.01,1.14
2026-05-19 10:00,1.08,0.92,0.88,1.14,1.19
2026-05-19 11:00,1.04,1.03,0.83,1.07,1.24
2026-05-19 12:00,1.03,1.05,0.85,1.0,1.25
2026-05-19 13:00,1.06,1.05,0.87,1.0,1.2
2026-05-19 14:00,1.1,1.07,0.8,0.91,1.12
2026-05-19 15:00,1.02,1.02,0.86,0.82,1.06
2026-05-19 16:00,1.04,1.02,0.78,0.8,1.03
2026-05-19 17:00,0.99,1.14,0.82,0.89,1.01
2026-05-19 18:00,1.09,1.22,0.83,0.79,0.95
2026-05-19 19:00,1.13,1.29,0.87,0.86,0.99
2026-05-19 20:00,1.2,1.25,0.89,1.01,1.01
2026-05-19 21:00,1.15,1.13,0.86,0.92,1.11
2026-05-19 22:00,1.18,1.21,0.83,0.98,1.08
2026-05-19 23:00,1.14,1.16,0.84,1.01,1.12
2026-05-20 00:00,1.02,1.15,0.87,1.08,1.21
2026-05-20 01:00,1.03,1.14,0.94,1.15,1.19
2026-05-20 02:00,1.04,1.19,0.88,1.13,1.26
2026-05-20 03:00,0.98,1.17,0.94,1.17,1.21
2026-05-20 04:00,1.04,1.16,0.92,1.06,1.09
2026-05-20 05:00,0.99,1.13,0.78,1.02,1.12
2026-05-20 06:00,0.93,1.23,1.03,0.99,1.15
2026-05-20 07:00,0.92,1.23,1.16,1.0,1.16
2026-05-20 08:00,0.91,1.29,1.05,1.0,1.07
2026-05-20 09:00,0.97,1.33,1.12,0.99,1.28
2026-05-20 10:00,1.0,1.31,1.08,0.96,1.13
2026-05-20 11:00,0.99,1.28,1.07,0.86,1.08
2026-05-20 12:00,1.01,1.24,1.08,0.97,1.14
2026-05-20 13:00,1.1,1.13,0.97,0.99,1.1
2026-05-20 14:00,1.07,1.17,1.03,1.01,0.96
2026-05-20 15:00,0.95,1.22,0.94,0.98,1.04
2026-05-20 16:00,1.05,1.23,0.96,1.01,0.98
2026-05-20 17:00,0.97,1.16,1.05,0.97,1.11
2026-05-20 18:00,0.9,1.05,0.93,0.99,1.08
2026-05-20 19:00,0.97,1.22,0.96,0.92,1.11
2026-05-20 20:00,1.01,1.22,0.95,0.9,1.05
2026-05-20 21:00,1.04,1.24,0.99,0.86,1.17
2026-05-20 22:00,0.91,1.24,0.98,0.86,1.15
2026-05-20 23:00,0.97,1.22,0.98,0.83,1.21
2026-05-21 00:00,0.92,1.21,1.03,0.81,1.07
2026-05-21 01:00,0.97,1.12,1.0,0.82,1.2
2026-05-21 02:00,1.03,1.22,1.06,0.82,1.07
2026-05-21 03:00,1.03,1.16,1.01,0.82,1.04
2026-05-21 04:00,0.95,1.18,0.93,0.95,1.09
2026-05-21 05:00,0.87,1.27,0.82,0.93,1.17
2026-05-21 06:00,1.01,1.25,0.91,1.03,1.12
2026-05-21 07:00,1.04,1.18,0.92,1.04,1.16
2026-05-21 08:00,1.16,1.23,1.04,0.96,1.32
2026-05-21 09:00,1.13,1.25,0.96,0.89,1.34
2026-05-21 10:00,1.04,1.14,0.97,0.81,1.4
2026-05-21 11:00,1.02,1.18,0.96,0.79,1.42
2026-05-21 12:00,1.04,1.15,0.94,0.82,1.36
2026-05-21 13:00,0.97,1.13,0.98,0.92,1.23
2026-05-21 14:00,0.97,1.16,0.97,0.87,1.27
2026-05-21 15:00,1.01,1.21,0.91,0.94,1.05
2026-05-21 16:00,1.08,1.26,0.91,0.99,1.09
2026-05-21 17:00,1.1,1.34,0.91,0.97,1.12
2026-05-21 18:00,1.04,1.3,0.95,0.85,1.05
2026-05-21 19:00,1.11,1.32,0.98,0.8,1.08
2026-05-21 20:00,1.13,1.31,0.92,0.8,1.02
2026-05-21 21:00,0.96,1.23,0.99,0.83,1.05
2026-05-21 22:00,1.04,1.25,1.11,0.93,1.11
2026-05-21 23:00,0.97,1.3,1.06,0.91,1.17
2026-05-22 00:00,1.08,1.21,0.98,0.89,1.16
2026-05-22 01:00,0.99,1.25,0.97,0.95,1.26
2026-05-22 02:00,0.96,1.2,0.88,0.92,1.23
2026-05-22 03:00,0.91,1.22,0.95,0.95,1.26
2026-05-22 04:00,0.94,1.16,0.94,1.01,1.35
2026-05-22 05:00,1.0,1.14,0.89,1.04,1.29
2026-05-22 06:00,0.99,1.2,0.9,0.91,1.33
2026-05-22 07:00,0.98,1.16,0.92,0.93,1.29
2026-05-22 08:00,1.04,1.09,0.9,0.92,1.27
2026-05-22 09:00,1.04,1.06,0.89,0.97,1.15
2026-05-22 10:00,1.01,1.08,0.88,1.0,1.15
2026-05-22 11:00,1.08,1.05,0.89,0.91,1.18
2026-05-22 12:00,1.14,1.05,0.78,0.86,1.15
2026-05-22 13:00,1.15,1.19,0.91,0.94,1.24
2026-05-22 14:00,1.09,1.03,0.86,0.92,1.23
2026-05-22 15:00,1.11,1.07,0.86,0.91,1.21
2026-05-22 16:00,1.07,1.1,0.92,0.97,1.28
2026-05-22 17:00,1.01,1.05,1.0,0.98,1.29
2026-05-22 18:00,0.98,1.11,0.98,0.99,1.27
2026-05-22 19:00,0.93,1.19,0.94,0.89,1.23
2026-05-22 20:00,0.97,1.08,0.94,0.85,1.15
2026-05-22 21:00,1.09,1.07,0.92,0.88,1.16
2026-05-22 22:00,1.01,1.12,0.94,0.95,1.15
2026-05-22 23:00,0.94,1.08,1.02,0.96,1.22
2026-05-23 00:00,1.01,1.06,1.06,1.01,1.29
2026-05-23 01:00,0.95,1.11,1.06,0.95,1.24
2026-05-23 02:00,0.92,1.04,1.15,0.78,1.18
2026-05-23 03:00,0.97,1.07,1.25,0.92,1.15
2026-05-23 04:00,0.98,1.28,1.15,0.84,1.04
2026-05-23 05:00,0.9,1.13,1.03,0.86,1.01
2026-05-23 06:00,0.83,1.06,1.0,0.8,1.08
2026-05-23 07:00,0.92,1.12,1.02,0.8,1.06
2026-05-23 08:00,1.03,1.18,0.9,0.86,1.04
2026-05-23 09:00,1.09,1.14,0.9,0.92,1.07
2026-05-23 10:00,1.04,1.04,0.99,0.92,1.13
2026-05-23 11:00,1.0,1.08,1.05,0.85,1.15
2026-05-23 12:00,1.0,1.06,0.98,0.92,1.17
2026-05-23 13:00,1.0,1.17,1.02,0.9,1.08
2026-05-23 14:00,0.98,1.26,1.03,0.96,1.09
2026-05-23 15:00,1.08,1.11,1.11,1.0,1.21
2026-05-23 16:00,1.01,1.19,1.12,0.97,1.19
2026-05-23 17:00,0.95,1.21,1.09,0.99,1.09
2026-05-23 18:00,0.98,1.18,1.01,1.04,1.18
2026-05-23 19:00,0.95,1.09,1.06,0.97,1.18
2026-05-23 20:00,0.99,1.22,1.04,0.98,1.1
2026-05-23 21:00,1.06,1.14,1.09,1.01,1.07
2026-05-23 22:00,1.07,1.21,1.09,0.98,1.05
2026-05-23 23:00,1.05,1.22,1.14,1.04,1.03
2026-05-24 00:00,1.2,1.16,1.06,1.08,1.05
2026-05-24 01:00,1.22,1.12,1.05,1.05,1.12
2026-05-24 02:00,1.19,1.28,0.95,0.99,1.11
2026-05-24 03:00,1.13,1.41,1.03,0.94,1.08
2026-05-24 04:00,1.12,1.3,1.01,1.09,1.08
2026-05-24 05:00,1.02,1.32,1.02,1.07,1.19
2026-05-24 06:00,1.01,1.4,1.11,1.11,1.16
2026-05-24 07:00,0.89,1.33,1.19,1.09,1.13
2026-05-24 08:00,0.99,1.22,1.1,1.13,1.17
2026-05-24 09:00,0.97,1.23,0.95,1.06,1.24
2026-05-24 10:00,1.04,1.14,0.86,0.99,1.25
2026-05-24 11:00,1.06,1.09,0.9,0.96,1.25
2026-05-24 12:00,1.15,1.21,0.86,0.91,1.23
2026-05-24 13:00,1.03,1.22,0.99,0.94,1.15
2026-05-24 14:00,0.93,1.31,0.99,0.88,1.07
2026-05-24 15:00,0.95,1.3,0.98,1.0,1.14
2026-05-24 16:00,0.93,1.23,0.92,0.95,1.22
2026-05-24 17:00,0.96,1.15,0.89,0.85,1.29
2026-05-24 18:00,0.94,1.31,0.85,0.89,1.14
2026-05-24 19:00,1.06,1.27,0.89,0.94,1.15
2026-05-24 20:00,1.08,1.18,0.88,1.04,1.11
2026-05-24 21:00,1.01,1.22,0.82,1.01,1.1
2026-05-24 22:00,1.07,1.23,0.93,1.02,1.13
2026-05-24 23:00,1.12,1.09,1.03,0.93,1.02
2026-05-25 00:00,1.03,1.09,1.01,0.9,1.02
2026-05-25 01:00,1.01,1.11,1.12,0.91,0.95
2026-05-25 02:00,0.97,1.1,1.18,0.93,0.94
2026-05-25 03:00,0.84,1.18,1.12,0.93,0.99
2026-05-25 04:00,0.86,1.18,1.11,1.0,1.16
2026-05-25 05:00,0.86,1.12,1.06,1.12,1.17
2026-05-25 06:00,0.89,1.19,1.04,0.99,1.2
2026-05-25 07:00,0.99,1.11,1.04,1.0,1.16
2026-05-25 08:00,0.94,1.17,0.96,0.94,1.18
2026-05-25 09:00,0.84,1.24,0.97,1.06,1.12
2026-05-25 10:00,0.85,1.25,0.99,0.96,1.11
2026-05-25 11:00,0.89,1.27,1.1,0.94,1.06
2026-05-25 12:00,0.96,1.32,1.02,0.97,0.94
2026-05-25 13:00,0.95,1.34,1.01,1.02,0.92
2026-05-25 14:00,0.96,1.32,1.09,0.98,1.0
2026-05-25 15:00,1.16,1.19,0.93,1.04,1.02
2026-05-25 16:00,1.2,1.24,0.86,0.81,1.12
2026-05-25 17:00,1.14,1.32,1.08,0.94,1.24
2026-05-25 18:00,1.14,1.26,1.11,0.95,1.25
2026-05-25 19:00,1.1,1.18,1.0,1.05,1.22
2026-05-25 20:00,1.07,1.25,0.92,1.09,0.97
2026-05-25 21:00,1.14,1.06,1.01,0.86,1.0
2026-05-25 22:00,1.09,1.11,0.9,0.99,0.94
2026-05-25 23:00,1.08,1.1,0.94,1.11,1.08
2026-05-26 00:00,1.01,1.07,0.87,0.96,0.93
2026-05-26 01:00,0.97,1.1,0.87,0.92,0.99
2026-05-26 02:00,0.96,1.14,0.87,0.89,0.98
2026-05-26 03:00,1.02,1.14,0.92,0.93,1.01
2026-05-26 04:00,0.98,1.2,0.99,0.86,1.08
2026-05-26 05:00,0.89,1.13,1.04,0.9,1.08
2026-05-26 06:00,0.93,1.13,1.07,0.94,1.03
2026-05-26 07:00,0.98,1.26,1.0,0.9,1.05
2026-05-26 08:00,0.97,1.19,0.95,0.9,1.12
2026-05-26 09:00,0.95,1.14,0.87,0.82,1.17
2026-05-26 10:00,0.89,1.22,0.89,0.82,1.26
2026-05-26 11:00,0.94,1.26,0.96,0.84,1.2
2026-05-26 12:00,0.8,1.28,0.98,0.77,1.16
2026-05-26 13:00,0.75,1.23,0.98,0.86,1.28
2026-05-26 14:00,0.74,1.21,0.95,0.88,1.34
2026-05-26 15:00,0.75,1.11,0.97,0.8,1.36
2026-05-26 16:00,0.8,1.13,0.99,0.77,1.38
2026-05-26 17:00,0.77,1.33,0.89,0.76,1.22
2026-05-26 18:00,0.69,1.22,0.97,0.84,1.17
2026-05-26 19:00,0.77,1.33,0.92,0.89,1.17
2026-05-26 20:00,0.86,1.33,0.83,0.98,1.14
2026-05-26 21:00,0.92,1.27,0.94,0.91,1.19
2026-05-26 22:00,0.92,1.14,1.03,0.94,1.1
2026-05-26 23:00,0.86,1.15,1.02,0.9,1.22
2026-05-27 00:00,0.93,1.07,1.06,0.96,1.17
2026-05-27 01:00,1.12,1.05,1.0,0.93,1.13
2026-05-27 02:00,1.14,1.01,0.88,0.84,1.14
2026-05-27 03:00,1.08,1.0,0.87,0.86,1.13
2026-05-27 04:00,1.04,1.05,0.86,0.9,1.13
2026-05-27 05:00,1.07,1.01,0.77,0.99,1.11
2026-05-27 06:00,0.97,0.97,0.89,0.96,1.01
2026-05-27 07:00,0.97,1.15,0.96,0.93,1.01
2026-05-27 08:00,0.95,1.24,1.01,0.88,1.12
2026-05-27 09:00,0.93,1.17,0.96,0.87,1.19
2026-05-27 10:00,0.95,1.12,0.97,0.96,1.27
2026-05-27 11:00,1.0,1.09,0.97,1.03,1.36
2026-05-27 12:00,1.03,1.18,1.05,0.99,1.39
2026-05-27 13:00,1.14,1.25,1.0,0.98,1.32
2026-05-27 14:00,1.07,1.19,1.03,0.84,1.3
2026-05-27 15:00,1.04,1.13,0.99,0.93,1.31
2026-05-27 16:00,0.97,1.15,1.01,0.81,1.35
2026-05-27 17:00,0.9,1.15,1.0,0.87,1.29
2026-05-27 18:00,0.92,1.15,1.0,0.85,1.23
2026-05-27 19:00,0.91,1.13,1.0,0.77,1.12
2026-05-27 20:00,0.9,1.22,1.09,0.79,1.07
2026-05-27 21:00,0.99,1.25,1.08,0.71,1.04
2026-05-27 22:00,1.04,1.22,1.06,0.82,1.04
2026-05-27 23:00,1.01,1.13,0.95,0.96,1.03
2026-05-28 00:00,1.02,1.14,1.02,0.94,1.03
2026-05-28 01:00,1.0,1.11,1.04,1.04,1.04
2026-05-28 02:00,1.02,1.11,0.88,0.94,1.1
2026-05-28 03:00,1.08,1.21,0.89,1.02,1.1
2026-05-28 04:00,1.02,1.2,0.96,1.04,1.08
2026-05-28 05:00,0.93,1.25,0.95,0.98,1.09
2026-05-28 06:00,0.98,1.3,0.88,0.91,1.07
2026-05-28 07:00,0.92,1.27,0.87,0.87,1.06
2026-05-28 08:00,0.89,1.21,0.99,0.98,1.19
2026-05-28 09:00,0.96,1.05,0.9,1.03,1.14
2026-05-28 10:00,0.97,1.17,0.92,0.92,1.18
2026-05-28 11:00,0.99,1.2,1.01,1.0,1.06
2026-05-28 12:00,1.0,1.14,0.97,1.09,1.17
2026-05-28 13:00,0.96,1.36,0.99,1.03,1.1
2026-05-28 14:00,0.98,1.25,1.01,1.02,1.13
2026-05-28 15:00,0.91,1.32,1.03,0.95,1.16
2026-05-28 16:00,1.02,1.25,1.02,0.92,1.19
2026-05-28 17:00,0.97,1.2,0.93,0.89,1.21
2026-05-28 18:00,1.03,1.11,0.91,0.96,1.2
2026-05-28 19:00,0.99,1.01,0.9,1.04,1.2
2026-05-28 20:00,1.04,1.07,1.01,0.96,1.19
2026-05-28 21:00,1.05,1.09,1.05,1.04,1.1
2026-05-28 22:00,1.07,1.15,1.05,0.96,1.15
2026-05-28 23:00,1.02,1.1,0.95,0.97,1.16
2026-05-29 00:00,1.04,1.0,0.88,1.11,1.06
2026-05-29 01:00,1.03,1.06,0.8,0.99,1.07
2026-05-29 02:00,1.05,1.12,0.79,0.91,1.18
2026-05-29 03:00,1.08,1.27,0.9,0.9,1.22
2026-05-29 04:00,1.02,1.3,0.94,0.91,1.12
2026-05-29 05:00,1.23,1.25,0.97,0.94,1.08
2026-05-29 06:00,1.17,1.22,0.93,1.01,1.0
2026-05-29 07:00,1.09,1.16,0.93,0.99,1.01
2026-05-29 08:00,1.03,1.21,0.88,0.99,1.09
2026-05-29 09:00,1.04,1.2,0.87,1.02,1.1
