timestamp,FCE3_VIB,CC1_VIB,IS2_VIB,PKG4_VIB
2026-07-23 11:00,3.898,1.64,1.626,1.57
2026-07-23 12:00,3.811,1.875,1.607,1.509
2026-07-23 13:00,3.698,1.577,1.551,1.621
2026-07-23 14:00,3.659,1.339,1.648,1.632
2026-07-23 15:00,3.733,1.234,1.621,1.526
2026-07-23 16:00,3.695,1.191,1.591,1.576
2026-07-23 17:00,3.603,1.132,1.665,1.583
2026-07-23 18:00,3.736,1.108,1.597,1.803
2026-07-23 19:00,3.722,1.308,1.614,1.701
2026-07-23 20:00,3.743,1.345,1.571,1.661
2026-07-23 21:00,3.659,1.608,1.755,1.611
2026-07-23 22:00,3.771,1.524,1.612,1.497
2026-07-23 23:00,3.751,1.524,1.657,1.707
2026-07-24 00:00,3.767,1.486,1.76,1.689
2026-07-24 01:00,3.906,1.492,1.809,1.689
2026-07-24 02:00,3.842,1.553,1.824,1.559
2026-07-24 03:00,3.849,1.563,1.838,1.534
2026-07-24 04:00,3.828,1.557,1.799,1.523
2026-07-24 05:00,3.723,1.464,1.796,1.501
2026-07-24 06:00,3.676,1.49,1.74,1.458
2026-07-24 07:00,3.724,1.577,1.926,1.585
2026-07-24 08:00,3.783,1.597,1.993,1.544
2026-07-24 09:00,3.819,1.501,2.041,1.513
2026-07-24 10:00,3.873,1.489,2.032,1.574
2026-07-24 11:00,4.018,1.402,2.027,1.81
2026-07-24 12:00,3.845,1.51,1.937,1.94
2026-07-24 13:00,3.893,1.573,1.95,1.787
2026-07-24 14:00,3.821,1.571,1.771,1.605
2026-07-24 15:00,4.007,1.503,1.811,1.617
2026-07-24 16:00,3.921,1.433,1.867,1.498
2026-07-24 17:00,3.865,1.339,1.95,1.558
2026-07-24 18:00,3.953,1.235,2.09,1.491
2026-07-24 19:00,3.912,1.458,2.193,1.694
2026-07-24 20:00,4.02,1.543,2.095,1.532
2026-07-24 21:00,4.12,1.521,2.063,1.451
2026-07-24 22:00,4.149,1.514,1.994,1.514
2026-07-24 23:00,4.076,1.466,2.015,1.45
2026-07-25 00:00,4.114,1.31,1.994,1.521
2026-07-25 01:00,4.125,1.618,2.115,1.413
2026-07-25 02:00,4.066,1.543,2.238,1.511
2026-07-25 03:00,4.125,1.519,2.329,1.67
2026-07-25 04:00,4.036,1.34,2.131,1.499
2026-07-25 05:00,4.123,1.546,2.192,1.612
2026-07-25 06:00,4.131,1.525,2.108,1.628
2026-07-25 07:00,4.159,1.596,2.018,1.715
2026-07-25 08:00,4.174,1.436,1.926,1.696
2026-07-25 09:00,4.171,1.366,1.912,1.616
2026-07-25 10:00,4.082,1.51,1.929,1.546
2026-07-25 11:00,4.093,1.497,1.963,1.378
2026-07-25 12:00,4.033,1.373,2.067,1.527
2026-07-25 13:00,4.079,1.276,2.022,1.583
2026-07-25 14:00,4.118,1.243,2.081,1.535
2026-07-25 15:00,4.26,1.354,2.2,1.412
2026-07-25 16:00,4.28,1.378,2.218,1.432
2026-07-25 17:00,4.333,1.401,2.291,1.473
2026-07-25 18:00,4.276,1.359,2.286,1.399
2026-07-25 19:00,4.194,1.339,2.282,1.565
2026-07-25 20:00,4.239,1.333,2.206,1.385
2026-07-25 21:00,4.367,1.342,2.2,1.461
2026-07-25 22:00,4.331,1.257,2.22,1.362
2026-07-25 23:00,4.299,1.434,2.248,1.702
